voa	0	VOA_EN_NW_2017_03_03_3748103_0	VOA_EN_NW_2017_03_03_3748103_0	0	.ltf.xml	0	0	0	0	VOA_EN_NW_2017_03_03_3748103_0	VOA_EN_NW_2017_03_03_3748103_0	0	0	0	0
voa	0	VOA_EN_NW_2017_03_03_3748103_0	VOA_EN_NW_2017_03_03_3748103_0	0	.jpg	0	0	0	0	VOA_EN_NW_2017_03_03_3748103_0	VOA_EN_NW_2017_03_03_3748103_0	0	0	0	0
voa	0	VOA_EN_NW_2017_03_30_3789319_0	VOA_EN_NW_2017_03_30_3789319_0	0	.ltf.xml	0	0	0	0	VOA_EN_NW_2017_03_30_3789319_0	VOA_EN_NW_2017_03_30_3789319_0	0	0	0	0
voa	0	VOA_EN_NW_2017_03_30_3789319_0	VOA_EN_NW_2017_03_30_3789319_0	0	.jpg	0	0	0	0	VOA_EN_NW_2017_03_30_3789319_0	VOA_EN_NW_2017_03_30_3789319_0	0	0	0	0
voa	0	VOA_EN_NW_2017_03_10_3760351_0	VOA_EN_NW_2017_03_10_3760351_0	0	.ltf.xml	0	0	0	0	VOA_EN_NW_2017_03_10_3760351_0	VOA_EN_NW_2017_03_10_3760351_0	0	0	0	0
voa	0	VOA_EN_NW_2017_03_10_3760351_0	VOA_EN_NW_2017_03_10_3760351_0	0	.jpg	0	0	0	0	VOA_EN_NW_2017_03_10_3760351_0	VOA_EN_NW_2017_03_10_3760351_0	0	0	0	0
voa	0	VOA_EN_NW_2017_04_11_3805653_0	VOA_EN_NW_2017_04_11_3805653_0	0	.ltf.xml	0	0	0	0	VOA_EN_NW_2017_04_11_3805653_0	VOA_EN_NW_2017_04_11_3805653_0	0	0	0	0
voa	0	VOA_EN_NW_2017_04_11_3805653_0	VOA_EN_NW_2017_04_11_3805653_0	0	.jpg	0	0	0	0	VOA_EN_NW_2017_04_11_3805653_0	VOA_EN_NW_2017_04_11_3805653_0	0	0	0	0
voa	0	VOA_EN_NW_2017_04_11_3805653_1	VOA_EN_NW_2017_04_11_3805653_1	0	.ltf.xml	0	0	0	0	VOA_EN_NW_2017_04_11_3805653_1	VOA_EN_NW_2017_04_11_3805653_1	0	0	0	0
voa	0	VOA_EN_NW_2017_04_11_3805653_1	VOA_EN_NW_2017_04_11_3805653_1	0	.jpg	0	0	0	0	VOA_EN_NW_2017_04_11_3805653_1	VOA_EN_NW_2017_04_11_3805653_1	0	0	0	0
voa	0	VOA_EN_NW_2017_04_21_3820641_0	VOA_EN_NW_2017_04_21_3820641_0	0	.ltf.xml	0	0	0	0	VOA_EN_NW_2017_04_21_3820641_0	VOA_EN_NW_2017_04_21_3820641_0	0	0	0	0
voa	0	VOA_EN_NW_2017_04_21_3820641_0	VOA_EN_NW_2017_04_21_3820641_0	0	.jpg	0	0	0	0	VOA_EN_NW_2017_04_21_3820641_0	VOA_EN_NW_2017_04_21_3820641_0	0	0	0	0
voa	0	VOA_EN_NW_2017_04_21_3820641_1	VOA_EN_NW_2017_04_21_3820641_1	0	.ltf.xml	0	0	0	0	VOA_EN_NW_2017_04_21_3820641_1	VOA_EN_NW_2017_04_21_3820641_1	0	0	0	0
voa	0	VOA_EN_NW_2017_04_21_3820641_1	VOA_EN_NW_2017_04_21_3820641_1	0	.jpg	0	0	0	0	VOA_EN_NW_2017_04_21_3820641_1	VOA_EN_NW_2017_04_21_3820641_1	0	0	0	0
voa	0	VOA_EN_NW_2017_04_21_3820641_2	VOA_EN_NW_2017_04_21_3820641_2	0	.ltf.xml	0	0	0	0	VOA_EN_NW_2017_04_21_3820641_2	VOA_EN_NW_2017_04_21_3820641_2	0	0	0	0
voa	0	VOA_EN_NW_2017_04_21_3820641_2	VOA_EN_NW_2017_04_21_3820641_2	0	.jpg	0	0	0	0	VOA_EN_NW_2017_04_21_3820641_2	VOA_EN_NW_2017_04_21_3820641_2	0	0	0	0
voa	0	VOA_EN_NW_2017_06_27_3918160_0	VOA_EN_NW_2017_06_27_3918160_0	0	.ltf.xml	0	0	0	0	VOA_EN_NW_2017_06_27_3918160_0	VOA_EN_NW_2017_06_27_3918160_0	0	0	0	0
voa	0	VOA_EN_NW_2017_06_27_3918160_0	VOA_EN_NW_2017_06_27_3918160_0	0	.jpg	0	0	0	0	VOA_EN_NW_2017_06_27_3918160_0	VOA_EN_NW_2017_06_27_3918160_0	0	0	0	0
voa	0	VOA_EN_NW_2017_06_27_3918160_1	VOA_EN_NW_2017_06_27_3918160_1	0	.ltf.xml	0	0	0	0	VOA_EN_NW_2017_06_27_3918160_1	VOA_EN_NW_2017_06_27_3918160_1	0	0	0	0
voa	0	VOA_EN_NW_2017_06_27_3918160_1	VOA_EN_NW_2017_06_27_3918160_1	0	.jpg	0	0	0	0	VOA_EN_NW_2017_06_27_3918160_1	VOA_EN_NW_2017_06_27_3918160_1	0	0	0	0
voa	0	VOA_EN_NW_2017_06_14_3899965_0	VOA_EN_NW_2017_06_14_3899965_0	0	.ltf.xml	0	0	0	0	VOA_EN_NW_2017_06_14_3899965_0	VOA_EN_NW_2017_06_14_3899965_0	0	0	0	0
voa	0	VOA_EN_NW_2017_06_14_3899965_0	VOA_EN_NW_2017_06_14_3899965_0	0	.jpg	0	0	0	0	VOA_EN_NW_2017_06_14_3899965_0	VOA_EN_NW_2017_06_14_3899965_0	0	0	0	0
voa	0	VOA_EN_NW_2017_06_14_3899965_1	VOA_EN_NW_2017_06_14_3899965_1	0	.ltf.xml	0	0	0	0	VOA_EN_NW_2017_06_14_3899965_1	VOA_EN_NW_2017_06_14_3899965_1	0	0	0	0
voa	0	VOA_EN_NW_2017_06_14_3899965_1	VOA_EN_NW_2017_06_14_3899965_1	0	.jpg	0	0	0	0	VOA_EN_NW_2017_06_14_3899965_1	VOA_EN_NW_2017_06_14_3899965_1	0	0	0	0
