GAIA_IE	EN_MENTION_0000000	French	VOA_EN_NW_2017_01_06_3666451_0:10-15	3017382	GPE	NAM	1.0	
GAIA_IE	EN_MENTION_0000001	Marine Le Pen	VOA_EN_NW_2017_01_06_3666451_0:40-52	NIL00000135	PER	NAM	1.0	
GAIA_IE	EN_MENTION_0000002	candidate	VOA_EN_NW_2017_01_06_3666451_0:30-38	NIL00000135	PER	NOM	1.0	
GAIA_IE	EN_MENTION_0000003	she	VOA_EN_NW_2017_01_06_3666451_0:59-61	NIL00000135	PER	PRO	1.0	
GAIA_IE	EN_MENTION_0000004	U.S	VOA_EN_NW_2017_01_06_3666451_0:72-74	6252001	GPE	NAM	1.0	
GAIA_IE	EN_MENTION_0000005	Donald Trump	VOA_EN_NW_2017_01_06_3666451_0:93-104	NIL00000136	PER	NAM	1.0	
GAIA_IE	EN_MENTION_0000006	President	VOA_EN_NW_2017_01_06_3666451_0:77-85	NIL00000136	PER	NOM	1.0	
GAIA_IE	EN_MENTION_0000007	France	VOA_EN_NW_2017_01_06_3666451_0:167-172	3017382	GPE	NAM	1.0	
GAIA_IE	EN_MENTION_0000008	EU	VOA_EN_NW_2017_01_06_3666451_0:236-237	6695072	GPE	NAM	1.0	
GAIA_IE	EN_MENTION_0000009	U.S.	VOA_EN_NW_2017_01_06_3666451_0:239-242	6252001	GPE	NAM	1.0	
GAIA_IE	EN_MENTION_0000010	France	VOA_EN_NW_2017_01_06_3666451_0:282-287	3017382	GPE	NAM	1.0	
GAIA_IE	EN_MENTION_0000011	L. Bryant	VOA_EN_NW_2017_01_06_3666451_0:291-299	6252001	PER	NAM	1.0	
GAIA_IE	EN_MENTION_0000012	his	VOA_EN_NW_2017_01_06_3666451_0:114-116	NIL00000136	PER	PRO	1.0	
GAIA_IE	EN_MENTION_0000013	she	VOA_EN_NW_2017_01_06_3666451_0:192-194	NIL00000135	PER	PRO	1.0	
GAIA_IE	EN_MENTION_0000014	his	VOA_EN_NW_2017_01_06_3666451_0:214-216	NIL00000136	PER	PRO	1.0	
GAIA_IE	EN_MENTION_0000015	Marine Le Pen	VOA_EN_NW_2017_01_06_3666451_1:0-12	NIL00000219	PER	NAM	1.0	
GAIA_IE	EN_MENTION_0000016	National Front party	VOA_EN_NW_2017_01_06_3666451_1:21-40	NIL00000220	ORG	NAM	1.0	
GAIA_IE	EN_MENTION_0000017	French	VOA_EN_NW_2017_01_06_3666451_1:78-83	3017382	GPE	NAM	1.0	
GAIA_IE	EN_MENTION_0000018	L. Bryant	VOA_EN_NW_2017_01_06_3666451_1:128-136	NIL00000221	PER	NAM	1.0	
GAIA_IE	EN_MENTION_0000019	Marine Le Pen	VOA_EN_NW_2017_01_06_3666451_2:0-12	NIL00000245	PER	NAM	1.0	
GAIA_IE	EN_MENTION_0000020	European Union	VOA_EN_NW_2017_01_06_3666451_2:29-42	6695072	GPE	NAM	1.0	
GAIA_IE	EN_MENTION_0000021	Ukraine	VOA_EN_NW_2017_01_06_3666451_2:73-79	690791	GPE	NAM	1.0	
GAIA_IE	EN_MENTION_0000022	Russia	VOA_EN_NW_2017_01_06_3666451_2:93-98	2017370	GPE	NAM	1.0	
GAIA_IE	EN_MENTION_0000023	L. Bryant	VOA_EN_NW_2017_01_06_3666451_2:102-110	NIL00000246	PER	NAM	1.0	
GAIA_IE	EN_MENTION_0000024	Step News Agency	VOA_EN_NW_2017_01_15_3677179_0:68-83	NIL00000018	ORG	NAM	1.0	
GAIA_IE	EN_MENTION_0000025	AP	VOA_EN_NW_2017_01_15_3677179_0:123-124	NIL00000019	ORG	NAM	1.0	
GAIA_IE	EN_MENTION_0000026	Deir Qanoun	VOA_EN_NW_2017_01_15_3677179_0:197-207	275597	GPE	NAM	1.0	
GAIA_IE	EN_MENTION_0000027	Barada Valley	VOA_EN_NW_2017_01_15_3677179_0:210-222	275597	GPE	NAM	1.0	
GAIA_IE	EN_MENTION_0000028	Syria	VOA_EN_NW_2017_01_15_3677179_0:225-229	163843	GPE	NAM	1.0	
GAIA_IE	EN_MENTION_0000029	man	VOA_EN_NW_2017_01_15_3677179_0:139-141	NIL00000020	PER	NOM	1.0	
GAIA_IE	EN_MENTION_0000030	banquet	VOA_EN_NW_2017_01_15_3677179_0:180-186	NIL00000021	FAC	NOM	1.0	
GAIA_IE	EN_MENTION_0000031	hall	VOA_EN_NW_2017_01_15_3677179_0:188-191	NIL00000021	FAC	NOM	1.0	
GAIA_IE	EN_MENTION_0000032	Barada Valley	VOA_EN_NW_2017_01_15_3677179_1:0-12	NIL00000029	GPE	NAM	1.0	
GAIA_IE	EN_MENTION_0000033	Syria	VOA_EN_NW_2017_01_15_3677179_1:15-19	163843	GPE	NAM	1.0	
GAIA_IE	EN_MENTION_0000034	Samsung Electronics	VOA_EN_NW_2017_01_16_3678023_0:20-38	NIL00000216	ORG	NAM	1.0	
GAIA_IE	EN_MENTION_0000035	South Korean	VOA_EN_NW_2017_01_16_3678023_0:61-72	1835841	GPE	NAM	1.0	
GAIA_IE	EN_MENTION_0000036	national	VOA_EN_NW_2017_01_16_3678023_0:74-81	1835841	GPE	NOM	1.0	
GAIA_IE	EN_MENTION_0000037	Seoul	VOA_EN_NW_2017_01_16_3678023_0:91-95	1835848	GPE	NAM	1.0	
GAIA_IE	EN_MENTION_0000038	South Korea	VOA_EN_NW_2017_01_16_3678023_0:98-108	1835841	GPE	NAM	1.0	
GAIA_IE	EN_MENTION_0000039	company	VOA_EN_NW_2017_01_16_3678023_0:4-10	NIL00000216	ORG	NOM	1.0	
GAIA_IE	EN_MENTION_0000040	flag	VOA_EN_NW_2017_01_16_3678023_0:12-15	NIL00000217	COM	NOM	1.0	
GAIA_IE	EN_MENTION_0000041	flag	VOA_EN_NW_2017_01_16_3678023_0:83-86	NIL00000218	COM	NOM	1.0	
GAIA_IE	EN_MENTION_0000042	Ndirande Health Center	VOA_EN_NW_2017_01_25_3691253_0:39-60	NIL00000125	FAC	NAM	1.0	
GAIA_IE	EN_MENTION_0000043	Chipatala	VOA_EN_NW_2017_01_25_3691253_0:101-109	NIL00000126	ORG	NAM	1.0	
GAIA_IE	EN_MENTION_0000044	Malawi	VOA_EN_NW_2017_01_25_3691253_0:137-142	927384	LOC	NAM	1.0	
GAIA_IE	EN_MENTION_0000045	worker	VOA_EN_NW_2017_01_25_3691253_0:10-15	NIL00000127	PER	NOM	1.0	
GAIA_IE	EN_MENTION_0000046	child	VOA_EN_NW_2017_01_25_3691253_0:30-34	NIL00000128	PER	NOM	1.0	
GAIA_IE	EN_MENTION_0000047	centers	VOA_EN_NW_2017_01_25_3691253_0:83-89	NIL00000129	FAC	NOM	1.0	
GAIA_IE	EN_MENTION_0000048	Robot	VOA_EN_NW_2017_01_25_3691253_0:111-115	NIL00000126	VEH	NOM	1.0	
GAIA_IE	EN_MENTION_0000049	one	VOA_EN_NW_2017_01_25_3691253_0:63-65	NIL00000125	FAC	PRO	1.0	
GAIA_IE	EN_MENTION_0000050	Mtisunge Mhango	VOA_EN_NW_2017_01_25_3691253_1:0-14	NIL00000165	PER	NAM	1.0	
GAIA_IE	EN_MENTION_0000051	Nicola Desmond	VOA_EN_NW_2017_01_25_3691253_1:49-62	NIL00000166	PER	NAM	1.0	
GAIA_IE	EN_MENTION_0000052	coordinator	VOA_EN_NW_2017_01_25_3691253_1:32-42	NIL00000165	PER	NOM	1.0	
GAIA_IE	EN_MENTION_0000053	researcher	VOA_EN_NW_2017_01_25_3691253_1:67-76	NIL00000166	PER	NOM	1.0	
GAIA_IE	EN_MENTION_0000054	Malawi-Liverpool Welcome Trust	VOA_EN_NW_2017_01_25_3691253_1:81-110	NIL00000167	ORG	NAM	1.0	
GAIA_IE	EN_MENTION_0000055	Ifo Extension	VOA_EN_NW_2017_02_09_3715831_0:48-60	NIL00000172	FAC	NAM	1.0	
GAIA_IE	EN_MENTION_0000056	tent	VOA_EN_NW_2017_02_09_3715831_0:36-39	NIL00000173	FAC	NOM	1.0	
GAIA_IE	EN_MENTION_0000057	Dadaab	VOA_EN_NW_2017_02_09_3715831_0:78-83	8504726	GPE	NAM	1.0	
GAIA_IE	EN_MENTION_0000058	Kenya	VOA_EN_NW_2017_02_09_3715831_0:95-99	192950	GPE	NAM	1.0	
GAIA_IE	EN_MENTION_0000059	Somalia	VOA_EN_NW_2017_02_09_3715831_0:101-107	51537	GPE	NAM	1.0	
GAIA_IE	EN_MENTION_0000060	Refugees	VOA_EN_NW_2017_02_09_3715831_0:7-14	NIL00000174	PER	NOM	1.0	
GAIA_IE	EN_MENTION_0000061	refugee	VOA_EN_NW_2017_02_09_3715831_0:62-68	NIL00000175	PER	NOM	1.0	
GAIA_IE	EN_MENTION_0000062	camp	VOA_EN_NW_2017_02_09_3715831_0:70-73	NIL00000173	FAC	NOM	1.0	
GAIA_IE	EN_MENTION_0000063	border	VOA_EN_NW_2017_02_09_3715831_0:109-114	NIL00000176	LOC	NOM	1.0	
GAIA_IE	EN_MENTION_0000064	outside	VOA_EN_NW_2017_02_09_3715831_0:22-28	NIL00000177	LOC	NOM	1.0	
GAIA_IE	EN_MENTION_0000065	their	VOA_EN_NW_2017_02_09_3715831_0:30-34	NIL00000174	PER	PRO	1.0	
GAIA_IE	EN_MENTION_0000066	Bahraini	VOA_EN_NW_2017_02_14_3723889_0:42-49	290291	GPE	NAM	1.0	
GAIA_IE	EN_MENTION_0000067	Bahrain	VOA_EN_NW_2017_02_14_3723889_0:132-138	290291	GPE	NAM	1.0	
GAIA_IE	EN_MENTION_0000068	Al Wefaq	VOA_EN_NW_2017_02_14_3723889_0:164-171	NIL00000237	ORG	NAM	1.0	
GAIA_IE	EN_MENTION_0000069	party	VOA_EN_NW_2017_02_14_3723889_0:158-162	NIL00000237	ORG	NOM	1.0	
GAIA_IE	EN_MENTION_0000070	Budaiya highway	VOA_EN_NW_2017_02_14_3723889_0:176-190	NIL00000238	FAC	NAM	1.0	
GAIA_IE	EN_MENTION_0000071	Manama	VOA_EN_NW_2017_02_14_3723889_0:200-205	290340	GPE	NAM	1.0	
GAIA_IE	EN_MENTION_0000072	government	VOA_EN_NW_2017_02_14_3723889_0:12-21	NIL00000239	ORG	NOM	1.0	
GAIA_IE	EN_MENTION_0000073	protesters	VOA_EN_NW_2017_02_14_3723889_0:23-32	NIL00000240	PER	NOM	1.0	
GAIA_IE	EN_MENTION_0000074	U.S	VOA_EN_NW_2017_02_16_3727822_0:0-2	6252001	GPE	NAM	1.0	
GAIA_IE	EN_MENTION_0000075	Defense	VOA_EN_NW_2017_02_16_3727822_0:18-24	NIL00000060	ORG	NAM	1.0	
GAIA_IE	EN_MENTION_0000076	Jim Mattis	VOA_EN_NW_2017_02_16_3727822_0:26-35	NIL00000061	PER	NAM	1.0	
GAIA_IE	EN_MENTION_0000077	NATO	VOA_EN_NW_2017_02_16_3727822_0:73-76	20000153	ORG	NAM	1.0	
GAIA_IE	EN_MENTION_0000078	Brussels	VOA_EN_NW_2017_02_16_3727822_0:94-101	2800866	GPE	NAM	1.0	
GAIA_IE	EN_MENTION_0000079	U.S	VOA_EN_NW_2017_02_16_3727822_0:138-140	6252001	GPE	NAM	1.0	
GAIA_IE	EN_MENTION_0000080	Russian	VOA_EN_NW_2017_02_16_3727822_0:143-149	2017370	GPE	NAM	1.0	
GAIA_IE	EN_MENTION_0000081	Mattis	VOA_EN_NW_2017_02_16_3727822_0:173-178	NIL00000061	PER	NAM	1.0	
GAIA_IE	EN_MENTION_0000082	Secretary	VOA_EN_NW_2017_02_16_3727822_0:5-13	NIL00000061	PER	NOM	1.0	
GAIA_IE	EN_MENTION_0000083	headquarters	VOA_EN_NW_2017_02_16_3727822_0:78-89	NIL00000062	FAC	NOM	1.0	
GAIA_IE	EN_MENTION_0000084	U.S	VOA_EN_NW_2017_02_16_3727822_1:16-18	6252001	GPE	NAM	1.0	
GAIA_IE	EN_MENTION_0000085	Joint Chiefs of Staff	VOA_EN_NW_2017_02_16_3727822_1:21-41	NIL00000137	ORG	NAM	1.0	
GAIA_IE	EN_MENTION_0000086	Joseph Dunford	VOA_EN_NW_2017_02_16_3727822_1:48-61	NIL00000138	PER	NAM	1.0	
GAIA_IE	EN_MENTION_0000087	Gen	VOA_EN_NW_2017_02_16_3727822_1:43-45	NIL00000138	PER	NOM	1.0	
GAIA_IE	EN_MENTION_0000088	Army	VOA_EN_NW_2017_02_16_3727822_1:74-77	NIL00000139	ORG	NAM	1.0	
GAIA_IE	EN_MENTION_0000089	Valeriy Gerasimov	VOA_EN_NW_2017_02_16_3727822_1:84-100	NIL00000140	PER	NAM	1.0	
GAIA_IE	EN_MENTION_0000090	Gen	VOA_EN_NW_2017_02_16_3727822_1:79-81	NIL00000140	PER	NOM	1.0	
GAIA_IE	EN_MENTION_0000091	Russia	VOA_EN_NW_2017_02_16_3727822_1:103-108	2017370	GPE	NAM	1.0	
GAIA_IE	EN_MENTION_0000092	General Staff of the Armed Forces	VOA_EN_NW_2017_02_16_3727822_1:125-157	NIL00000141	ORG	NAM	1.0	
GAIA_IE	EN_MENTION_0000093	Baku	VOA_EN_NW_2017_02_16_3727822_1:200-203	587084	GPE	NAM	1.0	
GAIA_IE	EN_MENTION_0000094	Azerbaijan	VOA_EN_NW_2017_02_16_3727822_1:206-215	587116	GPE	NAM	1.0	
GAIA_IE	EN_MENTION_0000095	U.S.	VOA_EN_NW_2017_02_16_3727822_1:242-245	6252001	GPE	NAM	1.0	
GAIA_IE	EN_MENTION_0000096	Department of Defense	VOA_EN_NW_2017_02_16_3727822_1:247-267	NIL00000142	ORG	NAM	1.0	
GAIA_IE	EN_MENTION_0000097	Chairman	VOA_EN_NW_2017_02_16_3727822_1:0-7	NIL00000138	PER	NOM	1.0	
GAIA_IE	EN_MENTION_0000098	chief	VOA_EN_NW_2017_02_16_3727822_1:112-116	NIL00000140	PER	NOM	1.0	
GAIA_IE	EN_MENTION_0000099	minister	VOA_EN_NW_2017_02_16_3727822_1:176-183	NIL00000143	PER	NOM	1.0	
GAIA_IE	EN_MENTION_0000100	U.S	VOA_EN_NW_2017_02_16_3727822_2:0-2	6252001	GPE	NAM	1.0	
GAIA_IE	EN_MENTION_0000101	State	VOA_EN_NW_2017_02_16_3727822_2:18-22	20000042	ORG	NAM	1.0	
GAIA_IE	EN_MENTION_0000102	Rex Tillerson	VOA_EN_NW_2017_02_16_3727822_2:24-36	NIL00000281	PER	NAM	1.0	
GAIA_IE	EN_MENTION_0000103	Russia	VOA_EN_NW_2017_02_16_3727822_2:45-50	2017370	GPE	NAM	1.0	
GAIA_IE	EN_MENTION_0000104	Foreign	VOA_EN_NW_2017_02_16_3727822_2:54-60	30003864	ORG	NAM	1.0	
GAIA_IE	EN_MENTION_0000105	Sergei Lavrov	VOA_EN_NW_2017_02_16_3727822_2:71-83	30003864	PER	NAM	1.0	
GAIA_IE	EN_MENTION_0000106	Minister	VOA_EN_NW_2017_02_16_3727822_2:62-69	30003864	PER	NOM	1.0	
GAIA_IE	EN_MENTION_0000107	World Conference Center	VOA_EN_NW_2017_02_16_3727822_2:143-165	NIL00000282	FAC	NAM	1.0	
GAIA_IE	EN_MENTION_0000108	Bonn	VOA_EN_NW_2017_02_16_3727822_2:171-174	6553048	GPE	NAM	1.0	
GAIA_IE	EN_MENTION_0000109	Germany	VOA_EN_NW_2017_02_16_3727822_2:177-183	2921044	GPE	NAM	1.0	
GAIA_IE	EN_MENTION_0000110	G-20	VOA_EN_NW_2017_02_16_3727822_2:222-225	20000092	ORG	NAM	1.0	
GAIA_IE	EN_MENTION_0000111	Secretary	VOA_EN_NW_2017_02_16_3727822_2:5-13	NIL00000281	PER	NOM	1.0	
GAIA_IE	EN_MENTION_0000112	others	VOA_EN_NW_2017_02_16_3727822_2:97-102	NIL00000283	PER	PRO	1.0	
GAIA_IE	EN_MENTION_0000113	Iraqi	VOA_EN_NW_2017_02_25_3739831_0:34-38	99237	GPE	NAM	1.0	
GAIA_IE	EN_MENTION_0000114	Iraqi	VOA_EN_NW_2017_02_25_3739831_0:98-102	99237	GPE	NAM	1.0	
