GAIA_IE	EN_MENTION_0000000	French	VOA_EN_NW_2017_01_06_3666451_0:10-15	3017382	GPE	NAM	1.0	
GAIA_IE	EN_MENTION_0000001	Marine Le Pen	VOA_EN_NW_2017_01_06_3666451_0:40-52	NIL90000122	PER	NAM	1.0	
GAIA_IE	EN_MENTION_0000002	candidate	VOA_EN_NW_2017_01_06_3666451_0:30-38	NIL90000122	PER	NOM	1.0	
GAIA_IE	EN_MENTION_0000003	she	VOA_EN_NW_2017_01_06_3666451_0:59-61	NIL90000122	PER	PRO	1.0	
GAIA_IE	EN_MENTION_0000004	U.S	VOA_EN_NW_2017_01_06_3666451_0:72-74	6252001	GPE	NAM	1.0	
GAIA_IE	EN_MENTION_0000005	Donald Trump	VOA_EN_NW_2017_01_06_3666451_0:93-104	NIL90000059	PER	NAM	1.0	
GAIA_IE	EN_MENTION_0000006	President	VOA_EN_NW_2017_01_06_3666451_0:77-85	NIL90000059	PER	NOM	1.0	
GAIA_IE	EN_MENTION_0000007	France	VOA_EN_NW_2017_01_06_3666451_0:167-172	3017382	GPE	NAM	1.0	
GAIA_IE	EN_MENTION_0000008	EU	VOA_EN_NW_2017_01_06_3666451_0:236-237	6695072	GPE	NAM	1.0	
GAIA_IE	EN_MENTION_0000009	U.S.	VOA_EN_NW_2017_01_06_3666451_0:239-242	6252001	GPE	NAM	1.0	
GAIA_IE	EN_MENTION_0000010	France	VOA_EN_NW_2017_01_06_3666451_0:282-287	3017382	GPE	NAM	1.0	
GAIA_IE	EN_MENTION_0000011	L. Bryant	VOA_EN_NW_2017_01_06_3666451_0:291-299	NIL90000125	PER	NAM	1.0	
GAIA_IE	EN_MENTION_0000012	his	VOA_EN_NW_2017_01_06_3666451_0:114-116	NIL90000036	PER	PRO	1.0	
GAIA_IE	EN_MENTION_0000013	she	VOA_EN_NW_2017_01_06_3666451_0:192-194	NIL90000126	PER	PRO	1.0	
GAIA_IE	EN_MENTION_0000014	his	VOA_EN_NW_2017_01_06_3666451_0:214-216	NIL90000036	PER	PRO	1.0	
GAIA_IE	EN_MENTION_0000015	Marine Le Pen	VOA_EN_NW_2017_01_06_3666451_1:0-12	NIL90000122	PER	NAM	1.0	
GAIA_IE	EN_MENTION_0000016	National Front party	VOA_EN_NW_2017_01_06_3666451_1:21-40	NIL90000127	ORG	NAM	1.0	
GAIA_IE	EN_MENTION_0000017	French	VOA_EN_NW_2017_01_06_3666451_1:78-83	3017382	GPE	NAM	1.0	
GAIA_IE	EN_MENTION_0000018	L. Bryant	VOA_EN_NW_2017_01_06_3666451_1:128-136	NIL90000125	PER	NAM	1.0	
GAIA_IE	EN_MENTION_0000019	Marine Le Pen	VOA_EN_NW_2017_01_06_3666451_2:0-12	NIL90000122	PER	NAM	1.0	
GAIA_IE	EN_MENTION_0000020	European Union	VOA_EN_NW_2017_01_06_3666451_2:29-42	6695072	GPE	NAM	1.0	
GAIA_IE	EN_MENTION_0000021	Ukraine	VOA_EN_NW_2017_01_06_3666451_2:73-79	690791	GPE	NAM	1.0	
GAIA_IE	EN_MENTION_0000022	Russia	VOA_EN_NW_2017_01_06_3666451_2:93-98	2017370	GPE	NAM	1.0	
GAIA_IE	EN_MENTION_0000023	L. Bryant	VOA_EN_NW_2017_01_06_3666451_2:102-110	NIL90000125	PER	NAM	1.0	
GAIA_IE	EN_MENTION_0000024	Step News Agency	VOA_EN_NW_2017_01_15_3677179_0:68-83	NIL90000314	ORG	NAM	1.0	
GAIA_IE	EN_MENTION_0000025	AP	VOA_EN_NW_2017_01_15_3677179_0:123-124	NIL90000315	ORG	NAM	1.0	
GAIA_IE	EN_MENTION_0000026	Deir Qanoun	VOA_EN_NW_2017_01_15_3677179_0:197-207	275597	GPE	NAM	1.0	
GAIA_IE	EN_MENTION_0000027	Barada Valley	VOA_EN_NW_2017_01_15_3677179_0:210-222	NIL90000266	GPE	NAM	1.0	
GAIA_IE	EN_MENTION_0000028	Syria	VOA_EN_NW_2017_01_15_3677179_0:225-229	163843	GPE	NAM	1.0	
GAIA_IE	EN_MENTION_0000029	man	VOA_EN_NW_2017_01_15_3677179_0:139-141	NIL90000246	PER	NOM	1.0	
GAIA_IE	EN_MENTION_0000030	banquet	VOA_EN_NW_2017_01_15_3677179_0:180-186	NIL90000317	FAC	NOM	1.0	
GAIA_IE	EN_MENTION_0000031	hall	VOA_EN_NW_2017_01_15_3677179_0:188-191	NIL90000318	FAC	NOM	1.0	
GAIA_IE	EN_MENTION_0000032	Barada Valley	VOA_EN_NW_2017_01_15_3677179_1:0-12	NIL90000266	GPE	NAM	1.0	
