VOA_EN_NW_2017_03_23_3778372_0	278,284	112,118	1.8524311599321663e-05
VOA_EN_NW_2017_03_23_3778372_0	286,292	112,118	0.10413061082363129
VOA_EN_NW_2017_03_23_3778372_0	286,292	278,284	0.0014168918132781982
VOA_EN_NW_2017_05_25_3870543_2	27,34	16,21	0.008326764218509197
VOA_EN_NW_2017_05_25_3870543_2	41,44	16,21	2.708151441765949e-06
VOA_EN_NW_2017_05_25_3870543_2	41,44	27,34	3.209730493836105e-05
VOA_EN_NW_2017_05_25_3870543_2	153,160	16,21	0.08231973648071289
VOA_EN_NW_2017_05_25_3870543_2	153,160	27,34	0.7146724462509155
VOA_EN_NW_2017_05_25_3870543_2	153,160	41,44	7.426385309372563e-06
VOA_EN_NW_2017_05_25_3870543_2	189,192	16,21	4.225859356665751e-06
VOA_EN_NW_2017_05_25_3870543_2	189,192	27,34	2.7787586077465676e-05
VOA_EN_NW_2017_05_25_3870543_2	189,192	41,44	0.9069353938102722
VOA_EN_NW_2017_05_25_3870543_2	189,192	153,160	2.7333582693245262e-05
VOA_EN_NW_2017_03_28_3785704_1	201,209	91,97	6.090346687415149e-06
VOA_EN_NW_2017_03_28_3785704_1	217,222	91,97	7.5395209933049046e-06
VOA_EN_NW_2017_03_28_3785704_1	217,222	201,209	0.03317073732614517
VOA_EN_NW_2017_05_22_3864914_0	183,190	52,59	0.00013295670214574784
VOA_EN_NW_2017_03_23_3778372_1	91,99	49,55	7.11708635208197e-05
VOA_EN_NW_2017_03_23_3778372_1	101,106	49,55	2.9137130695744418e-05
VOA_EN_NW_2017_03_23_3778372_1	101,106	91,99	0.03548821806907654
VOA_EN_NW_2017_03_19_3772441_0	163,172	141,144	0.6517844796180725
VOA_EN_NW_2017_03_29_3786911_0	62,67	37,42	0.025097211822867393
VOA_EN_NW_2017_04_21_3820641_2	96,105	74,78	0.00023255465202964842
VOA_EN_NW_2017_04_11_3805653_1	74,80	35,41	2.350759814362391e-06
VOA_EN_NW_2017_05_05_3839132_0	138,144	9,14	3.6538560834742384e-06
VOA_EN_NW_2017_05_25_3870543_1	62,68	39,45	2.380151045144885e-06
VOA_EN_NW_2017_05_25_3870543_1	70,77	39,45	5.070489805802936e-06
VOA_EN_NW_2017_05_25_3870543_1	70,77	62,68	0.17005929350852966
VOA_EN_NW_2017_05_25_3870543_1	218,224	39,45	7.23659184131975e-07
VOA_EN_NW_2017_05_25_3870543_1	218,224	62,68	0.7197006940841675
VOA_EN_NW_2017_05_25_3870543_1	218,224	70,77	0.02879543974995613
VOA_EN_NW_2017_05_25_3870543_1	226,233	39,45	1.379300442749809e-06
VOA_EN_NW_2017_05_25_3870543_1	226,233	62,68	0.03617265447974205
VOA_EN_NW_2017_05_25_3870543_1	226,233	70,77	0.7263527512550354
VOA_EN_NW_2017_05_25_3870543_1	226,233	218,224	0.19233906269073486
VOA_EN_NW_2017_06_16_3903412_3	154,160	46,52	0.20458798110485077
VOA_EN_NW_2017_06_30_3922738_0	101,106	72,82	7.57452507968992e-05
VOA_EN_NW_2017_04_03_3794587_0	95,101	40,44	0.15675999224185944
VOA_EN_NW_2017_01_06_3666451_0	255,263	87,91	0.0005995581741444767
VOA_EN_NW_2017_04_17_3814268_0	67,71	54,59	0.018609613180160522
VOA_EN_NW_2017_03_27_3783363_2	130,137	75,81	8.703646017238498e-05
VOA_EN_NW_2017_06_16_3903412_2	126,130	48,53	6.076167665014509e-06
VOA_EN_NW_2017_06_27_3918160_1	180,184	40,44	0.7501606941223145
VOA_EN_NW_2017_06_27_3918160_1	218,224	40,44	7.294407987501472e-05
VOA_EN_NW_2017_06_27_3918160_1	218,224	180,184	2.0564388250932097e-05
VOA_EN_NW_2017_06_27_3918160_1	232,239	40,44	3.5426480735623045e-06
VOA_EN_NW_2017_06_27_3918160_1	232,239	180,184	1.701252017483057e-06
VOA_EN_NW_2017_06_27_3918160_1	232,239	218,224	0.18185248970985413
VOA_EN_NW_2017_04_17_3814268_2	28,34	23,26	0.0022430720273405313
VOA_EN_NW_2017_01_06_3666451_1	122,124	98,105	0.07477369159460068
VOA_EN_NW_2017_02_14_3723889_0	113,117	98,102	0.13166315853595734
VOA_EN_NW_2017_05_22_3864914_2	53,58	20,25	1.4934122191334609e-05
VOA_EN_NW_2017_04_27_3828000_0	62,65	27,33	9.22788694879273e-06
VOA_EN_NW_2017_04_27_3828000_0	231,241	27,33	0.00015364617865998298
VOA_EN_NW_2017_04_27_3828000_0	231,241	62,65	6.524712807731703e-05
VOA_EN_NW_2017_04_27_3828000_0	243,247	27,33	0.00023097774828784168
VOA_EN_NW_2017_04_27_3828000_0	243,247	62,65	0.2624960243701935
VOA_EN_NW_2017_04_27_3828000_0	243,247	231,241	0.01015087403357029
VOA_EN_NW_2017_03_03_3748103_0	138,143	119,125	0.0018301820382475853
VOA_EN_NW_2017_03_29_3786911_1	117,125	81,86	0.001096308697015047
VOA_EN_NW_2017_03_31_3791397_1	111,117	40,45	0.19249175488948822
VOA_EN_NW_2017_03_02_3746604_0	72,82	0,5	1.4972811186453328e-05
VOA_EN_NW_2017_03_02_3746604_0	97,101	0,5	8.345912647200748e-06
