json2tab	VOA_EN_NW_2017_03_28_3785704_0-0	Saudi Arabia	VOA_EN_NW_2017_03_28_3785704_0:35-46	NIL	GPE	NAM	1.0
json2tab	VOA_EN_NW_2017_03_28_3785704_0-1	Salman	VOA_EN_NW_2017_03_28_3785704_0:55-60	NIL	PER	NAM	1.0
json2tab	VOA_EN_NW_2017_03_28_3785704_0-2	Amman	VOA_EN_NW_2017_03_28_3785704_0:135-139	NIL	GPE	NAM	1.0
json2tab	VOA_EN_NW_2017_03_28_3785704_0-3	Jordan	VOA_EN_NW_2017_03_28_3785704_0:142-147	NIL	GPE	NAM	1.0
json2tab	VOA_EN_NW_2017_03_28_3785704_0-12	Salman	VOA_EN_NW_2017_03_28_3785704_0:166-171	NIL	PER	NAM	1.0
json2tab	VOA_EN_NW_2017_03_28_3785704_0-13	Jordan	VOA_EN_NW_2017_03_28_3785704_0:179-184	NIL	GPE	NAM	1.0
json2tab	VOA_EN_NW_2017_03_28_3785704_0-14	Arab	VOA_EN_NW_2017_03_28_3785704_0:207-210	NIL	PER	NAM	1.0
json2tab	VOA_EN_NW_2017_01_16_3678023_0-0	Samsung Electronics	VOA_EN_NW_2017_01_16_3678023_0:20-38	NIL	ORG	NAM	1.0
json2tab	VOA_EN_NW_2017_01_16_3678023_0-1	South Korean	VOA_EN_NW_2017_01_16_3678023_0:61-72	NIL	GPE	NAM	1.0
json2tab	VOA_EN_NW_2017_01_16_3678023_0-2	Seoul	VOA_EN_NW_2017_01_16_3678023_0:91-95	NIL	GPE	NAM	1.0
json2tab	VOA_EN_NW_2017_01_16_3678023_0-3	South Korea	VOA_EN_NW_2017_01_16_3678023_0:98-108	NIL	GPE	NAM	1.0
json2tab	VOA_EN_NW_2017_06_10_3894870_0-0	Trump International Hotel	VOA_EN_NW_2017_06_10_3894870_0:11-35	NIL	FAC	NAM	1.0
json2tab	VOA_EN_NW_2017_06_10_3894870_0-1	Pennsylvania Ave. NW	VOA_EN_NW_2017_06_10_3894870_0:45-64	NIL	FAC	NAM	1.0
json2tab	VOA_EN_NW_2017_06_10_3894870_0-2	Washington	VOA_EN_NW_2017_06_10_3894870_0:70-79	NIL	GPE	NAM	1.0
json2tab	VOA_EN_NW_2017_03_28_3785249_1-0	Yaounde	VOA_EN_NW_2017_03_28_3785249_1:75-81	NIL	GPE	NAM	1.0
json2tab	VOA_EN_NW_2017_03_28_3785249_1-1	Cameroon	VOA_EN_NW_2017_03_28_3785249_1:84-91	NIL	GPE	NAM	1.0
json2tab	VOA_EN_NW_2017_06_29_3921750_0-0	Turkey	VOA_EN_NW_2017_06_29_3921750_0:0-5	NIL	GPE	NAM	1.0
json2tab	VOA_EN_NW_2017_06_29_3921750_0-1	Justice and Development Party	VOA_EN_NW_2017_06_29_3921750_0:40-68	NIL	ORG	NAM	1.0
json2tab	VOA_EN_NW_2017_06_29_3921750_0-2	Recep Tayyip Erdogan	VOA_EN_NW_2017_06_29_3921750_0:70-89	NIL	PER	NAM	1.0
json2tab	VOA_EN_NW_2017_06_29_3921750_0-3	Istanbul	VOA_EN_NW_2017_06_29_3921750_0:122-129	NIL	GPE	NAM	1.0
json2tab	VOA_EN_NW_2017_05_06_3840818_0-0	Nepalese	VOA_EN_NW_2017_05_06_3840818_0:7-14	NIL	GPE	NAM	1.0
json2tab	VOA_EN_NW_2017_05_06_3840818_0-1	Min Bahadur Sherchan	VOA_EN_NW_2017_05_06_3840818_0:33-52	NIL	PER	NAM	1.0
json2tab	VOA_EN_NW_2017_05_06_3840818_0-2	Kathmandu	VOA_EN_NW_2017_05_06_3840818_0:126-134	NIL	GPE	NAM	1.0
json2tab	VOA_EN_NW_2017_05_06_3840818_0-3	Nepal	VOA_EN_NW_2017_05_06_3840818_0:137-141	NIL	GPE	NAM	1.0
