json2tab	VOA_EN_NW_2017_03_28_3785704_0-6	guard	VOA_EN_NW_2017_03_28_3785704_0:9-13	NIL	PER	NOM	1.0
json2tab	VOA_EN_NW_2017_03_28_3785704_0-7	Saudi Arabia	VOA_EN_NW_2017_03_28_3785704_0:35-46	NIL	GPE	NAM	1.0
json2tab	VOA_EN_NW_2017_03_28_3785704_0-8	King	VOA_EN_NW_2017_03_28_3785704_0:50-53	NIL	PER	NOM	1.0
json2tab	VOA_EN_NW_2017_03_28_3785704_0-9	Salman	VOA_EN_NW_2017_03_28_3785704_0:55-60	NIL	PER	NAM	1.0
json2tab	VOA_EN_NW_2017_03_28_3785704_0-10	Amman	VOA_EN_NW_2017_03_28_3785704_0:135-139	NIL	GPE	NAM	1.0
json2tab	VOA_EN_NW_2017_03_28_3785704_0-11	Jordan	VOA_EN_NW_2017_03_28_3785704_0:142-147	NIL	GPE	NAM	1.0
json2tab	VOA_EN_NW_2017_03_28_3785704_0-15	Salman	VOA_EN_NW_2017_03_28_3785704_0:166-171	NIL	PER	NAM	1.0
json2tab	VOA_EN_NW_2017_03_28_3785704_0-16	Jordan	VOA_EN_NW_2017_03_28_3785704_0:179-184	NIL	GPE	NAM	1.0
json2tab	VOA_EN_NW_2017_03_28_3785704_0-17	Arab	VOA_EN_NW_2017_03_28_3785704_0:207-210	NIL	ORG	NAM	1.0
json2tab	VOA_EN_NW_2017_01_16_3678023_0-5	company	VOA_EN_NW_2017_01_16_3678023_0:4-10	NIL	ORG	NOM	1.0
json2tab	VOA_EN_NW_2017_01_16_3678023_0-6	Samsung Electronics	VOA_EN_NW_2017_01_16_3678023_0:20-38	NIL	ORG	NAM	1.0
json2tab	VOA_EN_NW_2017_01_16_3678023_0-7	South Korean	VOA_EN_NW_2017_01_16_3678023_0:61-72	NIL	GPE	NAM	1.0
json2tab	VOA_EN_NW_2017_01_16_3678023_0-8	Seoul	VOA_EN_NW_2017_01_16_3678023_0:91-95	NIL	GPE	NAM	1.0
json2tab	VOA_EN_NW_2017_01_16_3678023_0-9	South Korea	VOA_EN_NW_2017_01_16_3678023_0:98-108	NIL	GPE	NAM	1.0
json2tab	VOA_EN_NW_2017_06_10_3894870_0-3	Trump International Hotel	VOA_EN_NW_2017_06_10_3894870_0:11-35	NIL	FAC	NAM	1.0
json2tab	VOA_EN_NW_2017_06_10_3894870_0-4	Pennsylvania Ave	VOA_EN_NW_2017_06_10_3894870_0:45-60	NIL	FAC	NAM	1.0
json2tab	VOA_EN_NW_2017_06_10_3894870_0-5	Washington	VOA_EN_NW_2017_06_10_3894870_0:70-79	NIL	GPE	NAM	1.0
json2tab	VOA_EN_NW_2017_03_28_3785249_1-4	teachers	VOA_EN_NW_2017_03_28_3785249_1:5-12	NIL	PER	NOM	1.0
json2tab	VOA_EN_NW_2017_03_28_3785249_1-5	they	VOA_EN_NW_2017_03_28_3785249_1:18-21	NIL	PER	PRO	1.0
json2tab	VOA_EN_NW_2017_03_28_3785249_1-6	Yaounde	VOA_EN_NW_2017_03_28_3785249_1:75-81	NIL	GPE	NAM	1.0
json2tab	VOA_EN_NW_2017_03_28_3785249_1-7	Cameroon	VOA_EN_NW_2017_03_28_3785249_1:84-91	NIL	GPE	NAM	1.0
json2tab	VOA_EN_NW_2017_06_29_3921750_0-9	Turkey	VOA_EN_NW_2017_06_29_3921750_0:0-5	NIL	GPE	NAM	1.0
json2tab	VOA_EN_NW_2017_06_29_3921750_0-10	President	VOA_EN_NW_2017_06_29_3921750_0:9-17	NIL	PER	NOM	1.0
json2tab	VOA_EN_NW_2017_06_29_3921750_0-11	leader	VOA_EN_NW_2017_06_29_3921750_0:23-28	NIL	PER	NOM	1.0
json2tab	VOA_EN_NW_2017_06_29_3921750_0-12	Justice and Development Party	VOA_EN_NW_2017_06_29_3921750_0:40-68	NIL	ORG	NAM	1.0
json2tab	VOA_EN_NW_2017_06_29_3921750_0-13	Recep Tayyip Erdogan	VOA_EN_NW_2017_06_29_3921750_0:70-89	NIL	PER	NAM	1.0
json2tab	VOA_EN_NW_2017_06_29_3921750_0-14	his	VOA_EN_NW_2017_06_29_3921750_0:101-103	NIL	PER	PRO	1.0
json2tab	VOA_EN_NW_2017_06_29_3921750_0-15	party	VOA_EN_NW_2017_06_29_3921750_0:105-109	NIL	ORG	NOM	1.0
json2tab	VOA_EN_NW_2017_06_29_3921750_0-16	members	VOA_EN_NW_2017_06_29_3921750_0:111-117	NIL	PER	NOM	1.0
json2tab	VOA_EN_NW_2017_06_29_3921750_0-17	Istanbul	VOA_EN_NW_2017_06_29_3921750_0:122-129	NIL	GPE	NAM	1.0
json2tab	VOA_EN_NW_2017_05_06_3840818_0-9	Nepalese	VOA_EN_NW_2017_05_06_3840818_0:7-14	NIL	GPE	NAM	1.0
json2tab	VOA_EN_NW_2017_05_06_3840818_0-10	climber	VOA_EN_NW_2017_05_06_3840818_0:25-31	NIL	PER	NOM	1.0
json2tab	VOA_EN_NW_2017_05_06_3840818_0-11	Min Bahadur Sherchan	VOA_EN_NW_2017_05_06_3840818_0:33-52	NIL	PER	NAM	1.0
json2tab	VOA_EN_NW_2017_05_06_3840818_0-12	he	VOA_EN_NW_2017_05_06_3840818_0:69-70	NIL	PER	PRO	1.0
json2tab	VOA_EN_NW_2017_05_06_3840818_0-13	his	VOA_EN_NW_2017_05_06_3840818_0:81-83	NIL	PER	PRO	1.0
json2tab	VOA_EN_NW_2017_05_06_3840818_0-14	his	VOA_EN_NW_2017_05_06_3840818_0:109-111	NIL	PER	PRO	1.0
json2tab	VOA_EN_NW_2017_05_06_3840818_0-15	residence	VOA_EN_NW_2017_05_06_3840818_0:113-121	NIL	FAC	NOM	1.0
json2tab	VOA_EN_NW_2017_05_06_3840818_0-16	Kathmandu	VOA_EN_NW_2017_05_06_3840818_0:126-134	NIL	GPE	NAM	1.0
json2tab	VOA_EN_NW_2017_05_06_3840818_0-17	Nepal	VOA_EN_NW_2017_05_06_3840818_0:137-141	NIL	GPE	NAM	1.0
json2tab	VOA_EN_NW_2017_05_06_3840818_0-20	Officials	VOA_EN_NW_2017_05_06_3840818_0:160-168	NIL	PER	NOM	1.0
json2tab	VOA_EN_NW_2017_05_06_3840818_0-21	Sherchan	VOA_EN_NW_2017_05_06_3840818_0:175-182	NIL	PER	NAM	1.0
json2tab	VOA_EN_NW_2017_05_22_3864914_1-4	St. Peter's Square	VOA_EN_NW_2017_05_22_3864914_1:17-34	NIL	FAC	NAM	1.0
json2tab	VOA_EN_NW_2017_05_22_3864914_1-5	Pope	VOA_EN_NW_2017_05_22_3864914_1:69-72	NIL	PER	NOM	1.0
json2tab	VOA_EN_NW_2017_05_22_3864914_1-6	Francis	VOA_EN_NW_2017_05_22_3864914_1:74-80	NIL	PER	NAM	1.0
json2tab	VOA_EN_NW_2017_05_22_3864914_1-7	Vatican	VOA_EN_NW_2017_05_22_3864914_1:90-96	NIL	FAC	NAM	1.0
